instruction,output,source
Pour contrôle : audit : Est-ce que AUDIT_MANAGER a touché la table CONTRATS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(OBJECT_NAME)='CONTRATS';,B_user_object_aug
VROMUALD a-t-il fait DELETE sur FOURNISSEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='VROMUALD' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='FOURNISSEURS';,B_user_action_object
En clair : est-ce que l'utilisateur REPORT_USER a fait un DELETE sur la table UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object_aug
Besoin audit : qui a fait un REVOKE sur la table PAIEMENTS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='PAIEMENTS' AND UPPER(ACTION_NAME)='REVOKE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_aug
Montre les SELECT de AUDIT_MANAGER sur FOURNISSEURS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='FOURNISSEURS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
En clair : montre l'activité de HR aujourd'hui.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE) AND EVENT_TIMESTAMP < TRUNC(SYSDATE+1) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_period_detail_aug
Vérifie Liste les utilisateurs présents dans l'audit.,SELECT DISTINCT DBUSERNAME FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME IS NOT NULL ORDER BY DBUSERNAME;,A_lists
Sécurité : Combien d'actions par type sur FACTURES ?,"SELECT ACTION_NAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FACTURES' AND ACTION_NAME IS NOT NULL GROUP BY ACTION_NAME ORDER BY NB DESC;",D_group_action_object
Audit : Montre ce que HR a fait sur UTILISATEURS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(OBJECT_NAME)='UTILISATEURS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object
Peux-tu me dire Combien d'actions sur les 2 derniers jours ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-2;,C_last_n_days_count
Contrôle : Qu'est-ce qui s'est passé les 180 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-180 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days
Question : donne les traces où AUDIT_MANAGER fait INSERT sur EMPLOYEES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_balanced
Demande audit : est-ce que l'utilisateur CYRILLE_TBS a fait un UPDATE sur la table UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object_aug
Question : contrôle : Qu'est-ce qui s'est passé les 3 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-3 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days_balanced
Y a-t-il une activité de CYRILLE sur SALARIES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE' AND UPPER(OBJECT_NAME)='SALARIES';,B_user_object
NEW_USER_APP a-t-il fait DELETE sur PAIEMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='NEW_USER_APP' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='PAIEMENTS';,B_user_action_object
Question : Qui a fait un DELETE sur la table FOURNISSEURS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FOURNISSEURS' AND UPPER(ACTION_NAME)='DELETE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Audit : REPORT_USER a-t-il fait une action sur PAIEMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(OBJECT_NAME)='PAIEMENTS';,B_user_object
AUDIT_MANAGER a-t-il fait DELETE sur FACTURES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='FACTURES';,B_user_action_object
Analyse : hR a-t-il fait INSERT sur EMPLOYEES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='EMPLOYEES';,B_user_action_object_balanced
Question : Quels utilisateurs ont réalisé GRANT sur ADRESS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='ADRESS' AND UPPER(ACTION_NAME)='GRANT' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Est-ce que l'utilisateur REPORT_USER a fait un INSERT sur la table FOURNISSEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='REPORT_USER' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='FOURNISSEURS';,B_user_action_object
Demande audit : je veux savoir Qu'est-ce qui s'est passé sur les 2 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= SYSDATE-2 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_last_n_days_aug
Vérifie : pour contrôle : audit : Est-ce que BATCH_USER a touché la table EMPLOYEES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(OBJECT_NAME)='EMPLOYEES';,B_user_object_aug_balanced
ITEST a-t-il fait INSERT sur CLIENT ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='CLIENT';,B_user_action_object
Question : montre les UPDATE de CYRILLE_TBS sur COMMANDES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(ACTION_NAME)='UPDATE' AND UPPER(OBJECT_NAME)='COMMANDES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_balanced
Peux-tu me dire Actions il y a 6 mois.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= ADD_MONTHS(TRUNC(SYSDATE,'MM'),-6) AND EVENT_TIMESTAMP < ADD_MONTHS(TRUNC(SYSDATE,'MM'),-5) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_months_ago
Pour contrôle : question : Je veux savoir qui a fait ALTER sur ADRESS.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='ADRESS' AND UPPER(ACTION_NAME)='ALTER' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_aug
Vérifie : demande audit : qu'a fait SMART2DADMIN les 5 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND EVENT_TIMESTAMP >= SYSDATE-5 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_last_n_days_aug_balanced
Qu'a fait SYS en dernier dans la base ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Montre ce que HR a fait sur HR.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(OBJECT_NAME)='HR' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object
"Question : Le dernier événement de CYRILLE, c'est quoi ?","SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Analyse : Quelle est la dernière action sur la table DOSSIERS ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DOSSIERS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_object
"Audit : Le dernier événement de HR, c'est quoi ?","SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user
Quels INSERT ont eu lieu aujourd'hui ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(ACTION_NAME)='INSERT' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE) AND EVENT_TIMESTAMP < TRUNC(SYSDATE+1) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_action_period_detail
Montre les REVOKE de HR.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='REVOKE' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action
Audit : Quels utilisateurs ont été actifs mois dernier ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME IS NOT NULL AND EVENT_TIMESTAMP >= ADD_MONTHS(TRUNC(SYSDATE,'MM'),-1) AND EVENT_TIMESTAMP < TRUNC(SYSDATE,'MM') GROUP BY DBUSERNAME ORDER BY NB DESC;",C_period_group_users
Montre les SELECT de HR sur CLIENT.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='HR' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='CLIENT' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
SMART2DADMIN a-t-il fait DELETE sur CONTRATS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='CONTRATS';,B_user_action_object
Besoin audit : qui a UPDATE CONTRATS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='CONTRATS' AND UPPER(ACTION_NAME)='UPDATE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object_aug
Question : donne les traces où PROD2_MDS fait SELECT sur NOUVELLE_TABLE_METIER.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='NOUVELLE_TABLE_METIER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object_balanced
Demande audit : question : Qu'a fait PROD2_MDS en dernier dans la base ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user_aug
Sécurité : Quels utilisateurs ont été actifs hier ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME IS NOT NULL AND EVENT_TIMESTAMP >= TRUNC(SYSDATE-1) AND EVENT_TIMESTAMP < TRUNC(SYSDATE) GROUP BY DBUSERNAME ORDER BY NB DESC;",C_period_group_users
Question : aUDIT_MANAGER a-t-il fait SELECT sur COMMANDES ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' AND UPPER(ACTION_NAME)='SELECT' AND UPPER(OBJECT_NAME)='COMMANDES';,B_user_action_object_balanced
Contrôle : Qui a touché une table dans la nuit ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME IS NOT NULL AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24')) BETWEEN 0 AND 5 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_period_table
Question : Qui a effacé HR ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='HR' AND UPPER(ACTION_NAME)='DELETE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Question : Dernier événement concernant NOUVELLE_TABLE_METIER.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='NOUVELLE_TABLE_METIER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_object
Combien d'actions ce mois ?,"SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE,'MM') AND EVENT_TIMESTAMP < ADD_MONTHS(TRUNC(SYSDATE,'MM'),1);",C_period_count
Question : Qui a créé une ligne dans DEPARTMENTS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='DEPARTMENTS' AND UPPER(ACTION_NAME)='INSERT' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Vérifie Combien de tables différentes ont été touchées ?,SELECT COUNT(DISTINCT OBJECT_NAME) AS NB_TABLES FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME IS NOT NULL;,A_lists
Qui a touché FACTURES les 2 derniers jours ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FACTURES' AND EVENT_TIMESTAMP >= SYSDATE-2 ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_object_last_n_days
Qui a UPDATE FOURNISSEURS ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FOURNISSEURS' AND UPPER(ACTION_NAME)='UPDATE' AND DBUSERNAME IS NOT NULL GROUP BY DBUSERNAME ORDER BY NB DESC;",B_who_action_object
Quelle est la dernière action sur la table EMPLOYEES ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_object
ITEST a-t-il fait DELETE sur FOURNISSEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='ITEST' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='FOURNISSEURS';,B_user_action_object
Question : Montre les INSERT de SYS.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' AND UPPER(ACTION_NAME)='INSERT' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action
Est-ce que l'utilisateur PROD2_MDS a fait un DELETE sur la table UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='PROD2_MDS' AND UPPER(ACTION_NAME)='DELETE' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object
Donne les traces où BATCH_USER fait INSERT sur HR.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='HR' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_action_object
Montre l'activité de CYRILLE aujourd'hui.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE) AND EVENT_TIMESTAMP < TRUNC(SYSDATE+1) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_user_period_detail
Audit : quelle est la dernière action effectuée par l'utilisateur AUDIT_MANAGER ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='AUDIT_MANAGER' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;",A_last_user_balanced
Analyse : Montre les traces d'il y a 3 jours.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE-3) AND EVENT_TIMESTAMP < TRUNC(SYSDATE-2) ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",C_exact_day_ago
CYRILLE_TBS a-t-il fait une action sur DOSSIERS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='CYRILLE_TBS' AND UPPER(OBJECT_NAME)='DOSSIERS';,B_user_object
Audit : Montre ce que BATCH_USER a fait sur SALARIES.,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='BATCH_USER' AND UPPER(OBJECT_NAME)='SALARIES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 100 ROWS ONLY;",B_user_object
En clair : sMART2DADMIN a-t-il fait INSERT sur UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SMART2DADMIN' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_action_object_aug
Est-ce que l'utilisateur SYS a fait un INSERT sur la table DEPARTMENTS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYS' AND UPPER(ACTION_NAME)='INSERT' AND UPPER(OBJECT_NAME)='DEPARTMENTS';,B_user_action_object
En clair : combien d'actions sur FOURNISSEURS semaine dernière ?,"SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(OBJECT_NAME)='FOURNISSEURS' AND EVENT_TIMESTAMP >= TRUNC(SYSDATE,'IW')-7 AND EVENT_TIMESTAMP < TRUNC(SYSDATE,'IW');",C_object_period_count_aug
Vérifie Combien d'actions avant-hier ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE EVENT_TIMESTAMP >= TRUNC(SYSDATE-2) AND EVENT_TIMESTAMP < TRUNC(SYSDATE-1);,C_period_count
Audit : SYSTEM a-t-il fait une action sur UTILISATEURS ?,SELECT COUNT(*) AS NB_ACTIONS FROM ORACLE_AUDIT_TRAIL WHERE UPPER(DBUSERNAME)='SYSTEM' AND UPPER(OBJECT_NAME)='UTILISATEURS';,B_user_object
